"cbetaD","cbetaL"
5.73860994675762,1.04522783356344
6.63229022136905,0.978547885737632
6.96060283873676,0.996862012004747
4.82365057030043,1.0075913242255
6.42114596754749,0.995768835181475
6.28516494347566,1.00594573179928
6.58410992497387,0.954293020792194
7.21416658516916,1.03125270383163
5.92041339668061,0.977985420157122
8.52568582278571,0.932676609486313
3.93401992579676,1.00555887115789
5.82308799483509,0.983744374405747
8.09743106662627,0.956789491155133
6.0751973742812,0.972214641498062
7.38421264990391,1.02161987975835
6.27039482487903,1.01245301875226
5.44368080268993,1.00888122634587
4.56752815503886,1.0174655256727
4.43260733116295,1.00950382154674
6.21391616831202,1.00804801876116
8.39122853555865,0.97358651503284
4.2305736303393,0.962469139407926
6.25331126648896,1.00775069421905
3.97612815744054,1.04608606283005
6.99548012120558,0.984429737863274
6.6151499129247,1.04031245070825
5.25538210091073,1.05064135921505
4.47858108388525,1.01662659747041
7.95319920626088,0.93471054632719
6.20365254134474,1.01082939219324
6.85134482332188,0.970188299020513
5.65272378380788,1.01178113811275
4.08663872372716,1.00667997554544
7.7204801882709,1.04779584641713
8.44637407275913,1.00217397179585
7.40731223294356,1.02247325477
6.51199921540654,1.02234285014627
7.94543034601915,0.951709533646565
4.66781747685982,1.02418552487722
6.66035759843227,1.04860673491133
6.60660047157061,1.01186195192553
6.18168980492006,0.948996995283164
7.53517412859745,1.039095292914
5.67817272967989,0.976619588532553
8.19845660192714,0.942965123214942
6.95526561916524,0.977572639304338
7.06764868535918,1.04875533320762
4.60019520710676,0.973873139509245
8.18451645436932,0.931690357829522
7.00285512954973,1.03471781089858
6.98280293332879,1.02913156078621
8.08024254292395,1.00943544677227
7.68143352014307,1.03830624307893
7.81016380772612,0.975061498665557
5.46526679010779,0.956800531913941
8.64666149378502,0.998082647278284
5.25834116940447,1.01220650526186
7.28878200609103,1.00724055799023
7.55675186741728,0.968566892949528
7.94728072287989,1.04724091413231
6.86024137692169,0.947818343835394
8.76450024909105,0.942654943697241
6.38019785488159,1.00079186581064
5.96752104537323,0.951289790369521
6.94892354924832,1.02503883458098
6.59479821579407,0.973249152860089
8.33149495953751,0.995069370253255
7.80196566733142,1.04930929123497
7.7002981673139,1.04389339662295
7.72290553787294,0.939843952444276
7.4086231291019,1.01148762735626
5.98583631265672,0.93601741998785
3.46393992592737,0.993078432410061
7.29261761019774,1.0127209212697
8.22466508339512,0.938464778144502
8.01236919275009,0.957157664339291
6.10553345654339,0.948606740421954
6.38452580805342,0.97889311142164
7.53961840033359,1.01651598048534
5.2409170710179,0.98305295465881
7.89926164207397,0.951614168931108
6.77506920721011,0.936141103203495
4.49475679980158,0.991033042647223
5.19648592472955,0.975821671513147
6.19250863821507,1.04569427966647
6.74829278908104,0.994111737046524
5.37903629058258,1.00338217954693
4.60772571519721,1.05303278599972
4.97914855655067,0.957228539611548
5.05500696558352,1.01927560171363
6.04278549793108,0.94349048537257
8.77683770488035,0.964230896703164
4.38268314704625,0.963157043692685
7.2158563129522,0.957105101562317
8.25899173628742,1.0116443308292
7.52773444094462,0.96200878436548
8.15824377728507,1.0388987733212
8.13334440151903,0.965424669663676
8.51909914205015,1.02590409214585
5.3962696809727,1.0149240396248
8.10191577126344,0.964272531218599
7.21728019657007,1.02020871441609
4.81207517061624,0.944867739956528
7.39799653317088,0.97906181158011
6.79218318262648,1.00453823147336
6.45058172239741,0.988855476639328
8.40906097695509,1.0303256330254
8.12576225308672,1.04328713454269
7.33856585625833,0.996747503177928
5.81285708386696,1.02846233185635
5.14889582992722,0.945245611432035
7.45302464290168,1.0480819461322
7.14100535142454,0.986294559327326
6.99529825550935,0.944541360654197
4.6923016518025,0.98813187504874
5.09274989043093,0.96993869877658
7.19498727608755,1.04326625199927
6.0975667291928,0.931255483233218
5.31241936942963,1.02684430439822
6.27799836265576,1.04448030856112
6.39754651754666,1.05052555296939
5.57478487607013,0.971658296710853
4.21409522231934,0.974931775009895
8.07710438568417,0.993835194612703
8.20911968042574,1.02224689828066
8.00469019488735,0.97926670594409
5.66252001793582,0.942375058766527
6.64832264155106,1.03457444190112
6.93088981997611,0.98720315278715
6.09942408984362,0.944486711884025
8.10329205011968,0.939736831558027
7.02483926905215,1.02110819345966
7.87975700943606,1.00606720341956
4.85941372545537,1.00520582051371
7.40826946746248,0.933693261987125
6.81920210448289,1.04420006749849
3.98984130775446,1.04189778380141
6.75987058279111,1.03224161342399
5.61721283524457,0.936075710043404
7.42440585460532,0.99132457127531
5.79623130990919,1.02477353951092
6.25090527239364,1.01092611394746
6.0441477901774,0.996525559230426
6.60080880072805,1.05306331658223
6.76809984695,0.97935127064033
7.83587745699366,1.0256176030292
7.49900306488085,1.03840216435714
6.72545311993652,1.04537657210628
5.55820335535993,0.974335637681521
7.26506569912359,1.05201456507719
4.82993456393949,0.934117406506143
5.19382705397573,1.05162788932709
8.24196969999213,1.04453481012072
7.7741230070255,0.93394422737035
8.47974841567085,1.03293552343184
6.31696918851756,1.00649266644615
7.29133312889924,1.04282519383381
7.08603888754661,0.988594592411355
6.55179876465104,1.03919481892792
6.19554042593683,0.946430523932926
4.37427866160705,0.971622910604053
6.2048277435322,0.984707042374938
4.55052528229403,0.951791222500705
5.52178614628613,0.941929273090594
6.50787622249759,1.04010856156706
7.32619435947247,1.02625335010466
8.24268213850844,0.986097265460989
4.55410619713744,0.995039483017772
5.0121253979144,1.00771929664986
5.98212413712864,0.932003655249642
6.67250092272159,0.986545931689016
5.91056513119132,1.04597758277286
6.60115402244461,0.988277281116716
5.06665349306072,0.942922920155637
6.52985252690252,1.00388076494868
5.93696167260427,1.00397714161786
4.35069377622153,0.98293803363909
7.57436289813135,0.966604261269113
7.99682768138507,1.02672549631779
8.14191832193477,0.947521140083415
7.67638921929105,1.0425155599517
8.00090275503206,0.964254036182256
6.99976965965821,0.964377381259879
7.22843917486971,1.02407321035746
5.25787201515726,0.995492676546312
7.19544993934672,0.941122956048953
5.77016263672667,0.94475777059551
7.27073181417581,0.97942711947743
8.25690937032345,0.997396447603836
7.25201413299574,1.01417426782645
6.67567316958272,0.948888882964809
6.10442494058825,0.977855379636019
6.28669357580612,1.00533982657624
6.5486145970995,0.949898638090478
8.45632595384227,0.94830352214811
4.68261043255731,1.00638128539891
5.11266505932909,0.976371900571066
5.55948048518616,0.986478646094307
6.78531284993782,0.945562494943765
8.05746439330611,1.04284367871497
4.01028928858701,0.996189259507156
6.6189567398513,1.0269616078964
7.41005650852444,1.04595803710317
5.12240591153461,0.930946370367745
7.00333165853125,0.967508715017422
6.50013043125455,0.954608094253387
6.97436159706872,0.953786797764802
6.42962192896979,1.00642704395431
7.5376391581497,1.01667856723254
5.01622882907006,0.960949359487989
4.95098978253563,1.02107410403956
6.94061209544978,0.9738690258729
7.29178883646513,1.05157905756645
8.65053093312833,0.999749039205128
8.16717401922917,1.03230697562158
3.67940645813812,1.05246529652082
5.85814460989916,0.983217176162782
6.38839272128737,0.942192415161589
8.20952246635525,1.03764033889135
5.18080177344845,1.03969170987707
4.18969629985078,0.995326673146884
7.57637382806294,1.00526743942801
3.92691625275797,0.958189843149367
8.11932890488277,1.04906366996043
7.57136813379727,0.941461734874916
8.38546106995999,1.00133918444196
7.34711074886057,1.02055570469935
7.27185678896151,0.987110454608654
5.35570143900068,1.02967589336264
7.97446079951215,0.945733936442679
7.98927588532579,1.01461594415204
5.87136513258841,1.00277031487839
7.7447983305607,1.03260035146535
8.18516529998064,0.966440717445125
8.03046857371914,0.969627985260206
6.56919459230873,1.03475909603601
7.88474298776977,0.943114927097779
4.24306097462809,0.990733202131362
4.47122887634619,1.05150829691782
5.91099135719904,1.02923604398714
7.47967775907441,0.964870886140021
3.22944934579589,0.951347194088082
5.25978547844425,0.938297313183105
4.49720059181549,0.98255822287333
4.23060246916221,1.00944209211192
4.87217164394516,1.0320326488904
6.38654520619473,0.956820698564058
6.54659101985151,0.939728921662692
7.36550107233807,1.03431464255398
7.86737714341032,0.975822049484755
7.24063763859616,1.00155305665638
4.19614025130154,1.02047117099254
5.80699034937958,0.962122836932261
7.96350383977556,0.999193100681004
7.69634450532806,1.03019387750706
6.6793408307098,1.04168921359333
3.50248638339305,0.929862988274829
8.34763815993934,0.974800706244385
3.79698156775058,1.03822515941773
7.75471929883318,1.0194385262103
5.60373130098514,0.952251367480824
7.335927519572,1.03614374958419
5.80162781794021,1.0312761791749
7.23261191429585,1.02052972902035
5.12359899385515,1.00604875312734
8.19988803827877,1.04593464170066
4.76434324145899,0.998748436418521
6.68935082956598,1.03461185107143
8.05004952439487,0.938442935990156
8.05068027252611,1.01440263594034
6.70515318582997,1.01532096541958
8.58828452037407,1.00132536999047
6.31308420303202,0.952899705309459
5.20907757854615,0.972728648553519
4.79241666139634,0.974606735632078
7.82149081406722,1.01945474813551
8.01121950129459,0.961134534564508
3.75427970226826,1.01512036729586
4.4065779948433,0.969467357394812
7.6367107648059,0.957336049703156
5.18043097383814,1.01364826661936
6.32330063357878,0.953978260484546
4.72291890121385,0.945929253053807
5.10934269585285,0.984701725864466
5.87499810802018,1.05127726318286
6.84913499986168,0.947663636954963
5.59395014325679,0.936348579967715
4.01171750624913,0.982098969190362
4.30465464005535,0.988760096742743
6.44220606171178,0.981548706708014
8.67904782614149,1.04631920130726
3.98331404203542,0.99201829334709
8.3259792460859,1.01664236112189
4.12519909316371,1.04004039583391
5.2919587657368,1.02430694616026
6.40824585395199,0.948463077779077
6.96075038045935,1.04663069449398
6.60375922512253,0.956680090928282
5.91439657866713,1.03875349849937
5.19076441433845,1.01233124408804
6.81615338341282,1.03716298947892
6.51185047896248,0.971120494350842
5.95098992383795,1.00776165461371
7.80008184501901,1.04073611183444
6.42445261705456,1.02167314893011
6.81347261113549,1.01306498294164
5.7129350817925,1.03876055455628
8.16029794352326,1.04362472014245
7.53707842331309,1.02787272542432
7.40050694587933,1.02097319396867
4.59990597912248,1.01657198652154
8.34375049099331,0.9382734444815
8.23616863672839,1.05263641681296
8.24510585600445,1.01757230338774
7.0062281963262,1.05109907388312
8.1833196584779,1.03209203704316
8.75614698240333,1.01235546133029
6.71292785034508,1.01750737500466
5.96466965841442,0.992618536099234
8.0415072454733,0.965472922003188
7.53339784342606,1.01678292081028
8.0136093777611,1.00632876078391
7.53364041917297,0.929968895369007
4.20516130996844,0.938311974815396
5.87470099618892,0.956308228420985
4.29643093687013,1.04817746710165
6.87130251833035,1.00811738634854
7.40580712696479,1.03717195831681
5.60340796215705,0.995565564422399
8.24518792099593,1.02128084365132
7.413273388642,1.0489190606544
6.64835364144973,1.04737420381525
7.81478676490663,0.942045732239056
7.64830061729396,1.04831465305067
7.28440503475353,0.941663560919437
8.02813528922033,1.00691614779125
5.6965316413059,1.03554522036552
5.72003481580385,0.985317844966764
4.53091813658604,1.03945972694289
5.33074574779205,0.97858759728364
6.5059727925166,1.01189310985738
8.01133180685453,0.942263598864672
5.78702458705698,0.980497418039281
5.88675952850274,1.01353383633218
7.68963860902202,1.01651655701497
8.71719966781888,0.943846040186629
6.75521082487277,1.02632620685042
4.86424657010022,1.05064120920115
6.11890135350331,0.979156098067415
8.15063238808864,0.982530347627133
7.54324339763107,1.02582797767404
8.30973091225562,0.947454019807254
6.35539487893867,0.969230131014376
5.61608961216706,0.977334892050671
7.83704780276215,1.0050097169407
6.78526044842792,0.93467181452902
6.82938617260692,1.02447931639909
6.47435439887737,0.947969328755013
5.40054104415588,0.947236923711375
6.51773750132362,0.934437886457204
8.25953087688663,0.933664250940062
6.61758387226449,0.939508603432924
8.19055511614654,1.02573699036004
4.2148024036754,0.988742651152973
8.00168658058449,0.955476757958557
8.11258686097031,1.04579504657535
7.89011752042655,0.990774535885429
7.95252593216161,1.01545384582058
8.11174361513305,0.936511597783939
3.93765853542665,0.953399503915837
7.95739972695903,0.985652423371062
7.54352659955414,0.961567347025627
7.17197913534193,0.959399355397707
5.29746360972923,0.977956691303551
7.2742473124207,0.942045528276046
8.64159289067948,0.977488593027913
3.67720265729887,1.03466723837886
5.53694642366786,0.991967222107039
5.50868688568392,1.04982349402423
7.87566218955737,0.948979031293965
6.1440139121284,0.97280715247073
6.42959318014107,1.03267166104947
7.66588279581274,0.992959800634507
7.83762284608673,1.0128254966568
4.42448043334257,0.984979863234778
6.11416330171929,0.970503427896323
8.31096644896915,1.05253539739881
7.14988262985573,1.02964875317865
6.28077710387962,1.05080171187318
8.61598168300492,1.03510699098492
8.28086555763701,1.04779594627156
4.18913781869405,1.00458550750442
6.99050641673502,1.02036954105745
5.55783737324338,0.989121281003519
5.61009963097381,1.05261454258659
7.80379340010237,0.9682700128353
7.53512313897552,0.966076058330004
8.19710892591743,0.991264279355774
5.72949582766542,1.01531442892728
7.4895970137482,0.967819276708381
7.1293665356023,0.978432773932963
7.95485678196784,0.940421519755346
5.64022994979118,1.02078118882777
5.84389136729343,0.938840965544915
6.77054536618765,0.999314141817868
7.86768971312908,0.940605743232021
7.69960738803515,1.05256061213018
8.21733733914341,1.05154389738671
3.6731161257203,1.03376105615954
7.679269327158,1.03986523977828
6.82585016705087,0.957760669793028
5.56116520740564,0.957452545231379
6.84249981631423,0.950099263955475
3.7742557704107,0.966046446100644
7.26279405068381,0.935826804287027
6.36622507561275,1.00180592659064
6.06193126185891,1.02606926139483
8.08816216423606,1.05199977878322
5.7353848797201,0.930928896027754
8.78435331719058,0.964450356521142
8.30241700630306,1.04987014546568
7.44156688893567,0.945257248083305
8.35404477768358,1.02479003449416
7.48816869096177,1.04332242364471
7.19783204588689,0.990834328666909
3.77198905334199,1.021008396853
5.09055191445562,0.97598094434223
8.28100988733418,0.98962294570084
6.96020220584172,0.944632964257857
6.70644803911142,0.970811373965526
6.45060046952421,0.97609070457713
7.58564085459921,1.03733537712481
7.56247989161119,0.969413460469556
7.03755006950721,0.981820072219165
7.27067230273847,0.962264126259173
8.18640947810597,0.994969259967315
7.20432327765287,1.03031787710847
4.42336907164993,0.98130884270514
7.27210317475398,0.949419134165552
5.48979226265255,0.944939803937446
5.03211916756185,1.01853258027309
7.88135185688968,0.970621733894267
5.98067612912212,1.04243076287601
3.72603228969344,0.972498894926156
7.20802755918396,0.994222358470276
5.78711257370747,1.00529385739023
7.27397641640246,1.03687238065757
8.2866136689134,0.933562771863934
6.09107690050226,0.983008788154804
4.13327550699535,0.940338241288083
7.4627096974902,0.981099830386429
7.68085917013994,0.984229199142161
4.99718314797591,0.996579416736667
7.10285034056596,0.941061821753763
7.07805391228876,0.983849017532912
5.99317529368657,1.04780871547161
4.25341373139538,0.93015057190967
5.59976506428373,0.984919512914149
7.79373151552229,0.959768312734259
6.66556967349357,0.950661476111617
7.61939182367006,0.975870039093543
8.06680356808496,1.02426630617473
8.58747833999884,1.04295963350352
7.23096572443209,0.947196365253395
8.05833066549495,0.994363210997674
7.64987981523182,0.978543269153273
5.93882899670074,0.99181183195806
7.94029844130238,0.957070484647037
7.28031625769763,0.965002174782503
6.96667502864221,0.941592509468753
7.18872974380398,1.01220528756157
7.82850362020978,0.976948689205185
5.86410218543587,1.0050815883995
6.93816732085325,1.01088641393034
5.7900478395204,0.985962247467651
7.59115613351961,1.01884625940184
8.45887795628026,0.94145361534185
5.65174736637886,1.05297474248006
5.60509162598906,0.986113039107787
8.19808440639892,0.959782994222175
7.46952247900088,1.00180178940436
6.09673907893945,0.961222251623822
7.70605429944643,1.00201852313781
5.79504636758019,0.97774663464247
6.65237256917597,1.0114428513374
7.44271716345712,1.03643254593826
7.17996477150507,0.932175291568892
6.40765548381411,0.952168258328152
6.54286122136991,0.958254862158585
6.07752334309904,1.01091720414754
7.23823080081702,1.01684148087164
5.55883240550137,0.997552541507748
8.64974774421134,1.04192574509498
7.06884205222625,0.934058854450273
5.05140118070336,0.992027133715872
5.72437293160635,1.00826718169259
6.76813497599594,1.04267487931705
6.91090808086954,0.942435710401023
7.00969581260771,0.981319645424444
7.01703169536658,0.956194432797122
